county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Santa Barbara,4/8/20,42,18,,,19,1,51
Marin,4/8/20,5,3,,,4,2,17
Imperial,4/8/20,16,7,,,8,3,3
Yuba,4/8/20,2,24,,,1,3,5
Trinity,4/8/20,0,0,,,0,0,
Orange,4/8/20,153,181,,,49,34,201
Del Norte,4/8/20,0,2,,,0,1,4
El Dorado,4/8/20,16,3,,,0,1,10
Lake,4/8/20,0,0,,,0,1,1
Modoc,4/8/20,0,0,,,0,0,
Fresno,4/8/20,22,63,,,10,8,64
San Benito,4/8/20,2,0,,,1,0,1
Tulare,4/8/20,7,16,,,2,5,22
San Francisco,4/8/20,90,116,,,36,17,55
Sonoma,4/8/20,6,22,,,2,5,18
Solano,4/9/20,14,9,,,8,0,33
Amador,4/9/20,0,0,,,0,0,3
San Francisco,4/9/20,88,64,,,33,13,45
Humboldt,4/9/20,2,6,,,0,2,6
Riverside,4/9/20,201,159,,,59,34,133
Glenn,4/9/20,0,0,,,0,0,
Lake,4/9/20,0,0,,,0,1,2
Siskiyou,4/9/20,0,2,,,0,0,5
Contra Costa,4/9/20,37,64,,,18,12,73
Del Norte,4/9/20,0,2,,,0,0,5
Santa Cruz,4/9/20,4,14,,,2,5,7
San Luis Obispo,4/9/20,2,10,,,2,8,21
Orange,4/9/20,146,117,,,45,29,206
Inyo,4/9/20,9,135,,,1,0,3
Placer,4/9/20,18,12,,,9,1,16
Sutter,4/9/20,0,0,,,,,
Colusa,4/9/20,0,0,,,0,1,5
Monterey,4/9/20,17,26,,,5,0,22
Trinity,4/9/20,0,0,,,0,0,
Los Angeles,4/9/20,1368,758,,,541,156,569
Nevada,4/9/20,2,4,,,2,1,4
Marin,4/9/20,5,7,,,2,1,21
San Benito,4/9/20,2,1,,,1,0,1
Sonoma,4/9/20,5,21,,,2,4,24
Ventura,4/9/20,18,69,,,8,13,29
Calaveras,4/9/20,0,0,,,0,0,11
Alameda,4/9/20,80,76,,,44,18,107
Fresno,4/9/20,25,41,,,10,9,59
Imperial,4/9/20,14,10,,,7,3,1
Tuolumne,4/9/20,0,0,,,0,0,5
Plumas,4/9/20,0,1,,,0,0,
Mendocino,4/9/20,0,0,,,0,0,8
Napa,4/9/20,0,7,,,0,0,10
Mariposa,4/9/20,0,0,,,0,0,
San Mateo,4/9/20,58,14,,,18,2,39
Madera,4/9/20,0,3,,,0,2,5
Stanislaus,4/9/20,28,30,,,11,7,45
San Diego,4/9/20,227,124,,,98,18,163
Santa Clara,4/9/20,158,65,,,70,17,87
Merced,4/9/20,1,7,,,0,2,5
San Joaquin,4/9/20,29,18,,,12,7,16
Kings,4/9/20,6,6,,,3,0,2
Modoc,4/9/20,0,0,,,0,0,
Lassen,4/9/20,0,2,,,0,0,
Mono,4/9/20,18,15,,,0,0,2
Shasta,4/9/20,5,7,,,2,1,5
Yolo,4/9/20,2,4,,,1,2,11
Kern,4/9/20,27,35,,,16,9,25
El Dorado,4/9/20,17,3,,,0,1,10
Santa Barbara,4/9/20,40,18,,,20,2,45
Tehama,4/9/20,0,1,,,0,1,5
Sacramento,4/9/20,74,60,,,31,11,63
Tulare,4/9/20,10,11,,,5,4,19
San Bernardino,4/9/20,136,269,,,56,41,143
Yuba,4/9/20,3,18,,,2,4,6
Butte,4/9/20,1,14,,,1,4,5
Kings,4/10/20,8,0,,,3,0,1
Yolo,4/10/20,3,2,,,1,1,7
Merced,4/10/20,0,2,,,0,1,4
Mendocino,4/10/20,0,1,,,0,1,5
Placer,4/10/20,16,11,,,9,3,9
Inyo,4/10/20,9,135,,,1,0,3
Orange,4/10/20,139,129,,,69,25,187
Glenn,4/10/20,0,0,,,0,0,
Stanislaus,4/10/20,27,17,,,11,3,44
San Joaquin,4/10/20,26,17,,,14,5,20
Sutter,4/10/20,0,0,,,,,
San Luis Obispo,4/10/20,2,3,,,2,3,24
Sacramento,4/10/20,70,45,,,30,13,69
El Dorado,4/10/20,17,1,,,0,1,10
Calaveras,4/10/20,0,0,,,0,0,11
Mariposa,4/10/20,0,0,,,0,0,
Napa,4/10/20,0,7,,,0,4,7
Santa Cruz,4/10/20,4,11,,,3,5,4
Colusa,4/10/20,0,0,,,0,0,6
Sonoma,4/10/20,4,18,,,1,6,32
Amador,4/10/20,0,0,,,0,0,4
San Mateo,4/10/20,56,12,,,18,3,41
Contra Costa,4/10/20,42,30,,,17,6,75
Tulare,4/10/20,11,10,,,6,1,16
Alameda,4/10/20,93,71,,,45,26,128
Tehama,4/10/20,0,1,,,0,0,8
Fresno,4/10/20,27,41,,,11,9,57
Tuolumne,4/10/20,0,0,,,0,1,0
Madera,4/10/20,0,5,,,0,1,6
Mono,4/10/20,0,3,,,0,0,2
Ventura,4/10/20,19,76,,,8,13,30
Siskiyou,4/10/20,0,0,,,0,0,4
Humboldt,4/10/20,2,10,,,0,3,0
Monterey,4/10/20,18,21,,,5,1,25
San Bernardino,4/10/20,156,295,,,66,58,134
Trinity,4/10/20,0,0,,,0,0,
Marin,4/10/20,6,26,,,1,1,17
Kern,4/10/20,33,38,,,15,5,45
Del Norte,4/10/20,0,3,,,0,0,4
Solano,4/10/20,18,9,,,9,3,31
Riverside,4/10/20,206,141,,,57,34,140
Modoc,4/10/20,0,0,,,0,0,
San Francisco,4/10/20,85,46,,,32,12,125
Butte,4/10/20,1,15,,,1,5,5
Santa Clara,4/10/20,151,44,,,67,5,99
Lassen,4/10/20,0,2,,,0,0,
Yuba,4/10/20,2,8,,,1,0,7
Imperial,4/10/20,14,12,,,8,3,1
Los Angeles,4/10/20,1299,754,,,514,142,663
Nevada,4/10/20,3,3,,,2,1,6
Lake,4/10/20,0,1,,,0,0,2
Shasta,4/10/20,5,7,,,2,1,12
Plumas,4/10/20,0,0,,,0,0,
San Diego,4/10/20,230,124,,,96,14,153
Santa Barbara,4/10/20,42,13,,,19,1,43
San Benito,4/10/20,2,1,,,1,0,1
Trinity,4/11/20,0,0,,,0,0,
Solano,4/11/20,13,16,,,9,4,32
San Benito,4/11/20,2,2,,,0,0,2
Sutter,4/11/20,0,0,,,,,
El Dorado,4/11/20,17,2,,,0,1,9
Mariposa,4/11/20,0,0,,,0,0,
Lake,4/11/20,0,0,,,0,0,0
Butte,4/11/20,2,4,,,1,1,5
Riverside,4/11/20,232,127,,,57,26,149
Colusa,4/11/20,0,0,,,0,0,6
Lassen,4/11/20,0,4,,,0,0,
San Mateo,4/11/20,54,15,,,18,2,42
Calaveras,4/11/20,0,1,,,0,1,11
Sonoma,4/11/20,3,19,,,1,4,30
San Bernardino,4/11/20,153,213,,,57,42,117
Merced,4/11/20,0,2,,,0,1,3
Sacramento,4/11/20,67,46,,,29,10,80
Mendocino,4/11/20,0,1,,,0,1,9
Imperial,4/11/20,14,11,,,7,3,1
Del Norte,4/11/20,0,2,,,0,1,5
Modoc,4/11/20,0,0,,,0,0,
Napa,4/11/20,0,0,,,0,0,5
Nevada,4/11/20,3,3,,,2,1,5
Yolo,4/11/20,3,4,,,1,0,7
Kings,4/11/20,10,0,,,4,0,1
Contra Costa,4/11/20,39,38,,,15,15,75
Inyo,4/11/20,10,140,,,1,0,3
San Francisco,4/11/20,82,51,,,28,13,132
Madera,4/11/20,0,5,,,0,2,5
Kern,4/11/20,32,52,,,17,4,41
Santa Cruz,4/11/20,4,14,,,3,6,6
Siskiyou,4/11/20,0,0,,,0,0,4
Tulare,4/11/20,12,3,,,4,2,19
Monterey,4/11/20,18,17,,,5,2,24
Alameda,4/11/20,87,91,,,46,19,121
Fresno,4/11/20,28,63,,,11,8,52
Tehama,4/11/20,0,0,,,0,0,7
Glenn,4/11/20,0,0,,,0,0,
Humboldt,4/11/20,2,5,,,0,3,3
Los Angeles,4/11/20,1362,905,,,555,135,595
Stanislaus,4/11/20,23,19,,,8,4,44
Mono,4/11/20,0,3,,,0,0,2
Tuolumne,4/11/20,0,2,,,0,0,3
Marin,4/11/20,2,27,,,1,3,14
Santa Clara,4/11/20,146,61,,,66,8,106
San Joaquin,4/11/20,23,14,,,14,5,28
San Diego,4/11/20,239,118,,,98,23,140
Yuba,4/11/20,2,2,,,2,0,9
Ventura,4/11/20,22,58,,,9,11,33
Plumas,4/11/20,0,0,,,0,0,
Amador,4/11/20,0,0,,,0,0,4
Shasta,4/11/20,5,3,,,2,0,12
San Luis Obispo,4/11/20,2,10,,,2,5,23
Santa Barbara,4/11/20,40,16,,,21,4,53
Placer,4/11/20,20,19,,,7,4,13
Orange,4/11/20,144,109,,,44,20,219
Lake,4/12/20,0,0,,,0,0,0
Mariposa,4/12/20,0,0,,,0,0,
Shasta,4/12/20,4,3,,,2,0,15
Imperial,4/12/20,18,13,,,8,1,2
San Benito,4/12/20,0,0,,,0,0,2
Plumas,4/12/20,0,0,,,0,0,
Sutter,4/12/20,0,0,,,,,
Santa Cruz,4/12/20,4,15,,,3,6,4
Glenn,4/12/20,0,0,,,0,0,
Yuba,4/12/20,1,0,,,1,0,6
Stanislaus,4/12/20,19,19,,,8,3,7
San Bernardino,4/12/20,157,172,,,63,36,108
San Luis Obispo,4/12/20,2,8,,,2,4,24
Butte,4/12/20,2,0,,,2,0,15
Tehama,4/12/20,0,3,,,0,0,6
Madera,4/12/20,0,5,,,0,0,5
Kern,4/12/20,31,28,,,18,3,41
Del Norte,4/12/20,0,2,,,0,0,6
Los Angeles,4/12/20,1433,715,,,559,144,564
Napa,4/12/20,0,0,,,0,0,6
Kings,4/12/20,8,0,,,3,0,3
Inyo,4/12/20,10,140,,,1,0,4
Solano,4/12/20,13,19,,,7,10,30
Yolo,4/12/20,4,4,,,2,0,3
Placer,4/12/20,19,15,,,6,3,6
Marin,4/12/20,2,24,,,1,1,13
Calaveras,4/12/20,0,2,,,0,2,9
Tuolumne,4/12/20,0,0,,,0,0,5
Fresno,4/12/20,23,46,,,11,4,54
Monterey,4/12/20,19,13,,,4,4,26
Sonoma,4/12/20,3,11,,,1,3,25
San Diego,4/12/20,244,108,,,99,19,170
El Dorado,4/12/20,19,1,,,0,0,11
Tulare,4/12/20,15,4,,,6,1,22
Colusa,4/12/20,0,0,,,0,0,6
Alameda,4/12/20,91,101,,,42,21,52
Santa Clara,4/12/20,145,51,,,66,8,102
Orange,4/12/20,138,108,,,63,33,190
Modoc,4/12/20,0,0,,,0,0,
Mono,4/12/20,0,3,,,0,0,2
San Francisco,4/12/20,92,44,,,30,7,71
Merced,4/12/20,0,3,,,0,2,2
Siskiyou,4/12/20,0,0,,,0,0,6
Lassen,4/12/20,0,4,,,0,0,
Riverside,4/12/20,245,142,,,69,26,146
Amador,4/12/20,0,0,,,0,0,3
Santa Barbara,4/12/20,42,7,,,21,1,53
Contra Costa,4/12/20,46,32,,,16,3,64
San Mateo,4/12/20,46,31,,,16,2,23
Sacramento,4/12/20,69,46,,,28,9,68
Trinity,4/12/20,0,0,,,0,0,
Nevada,4/12/20,3,1,,,2,2,4
Mendocino,4/12/20,0,0,,,0,0,6
San Joaquin,4/12/20,25,21,,,10,6,23
Humboldt,4/12/20,2,4,,,0,2,3
Ventura,4/12/20,21,65,,,8,8,36
Santa Cruz,4/13/20,4,8,,,3,2,1
Humboldt,4/13/20,2,8,,,0,1,10
Imperial,4/13/20,19,8,,,7,1,6
Colusa,4/13/20,0,0,,,0,0,6
Kings,4/13/20,0,1,,,0,1,0
Madera,4/13/20,0,4,,,0,1,8
San Francisco,4/13/20,89,48,,,30,9,61
Yolo,4/13/20,4,0,,,2,0,14
Butte,4/13/20,1,8,,,1,7,3
Orange,4/13/20,149,81,,,54,17,205
Inyo,4/13/20,10,150,,,1,2,3
Napa,4/13/20,0,1,,,0,0,9
Santa Barbara,4/13/20,42,7,,,21,2,59
Fresno,4/13/20,22,57,,,12,8,60
Trinity,4/13/20,0,0,,,0,0,
Marin,4/13/20,2,20,,,2,1,12
San Joaquin,4/13/20,26,16,,,12,8,14
Los Angeles,4/13/20,1501,793,,,570,150,632
Riverside,4/13/20,247,122,,,66,30,132
Calaveras,4/13/20,0,1,,,0,1,10
Tulare,4/13/20,14,3,,,6,0,18
Mariposa,4/13/20,0,3,,,0,0,
Merced,4/13/20,0,4,,,0,1,5
Nevada,4/13/20,2,2,,,2,2,5
Del Norte,4/13/20,0,1,,,0,1,3
Tuolumne,4/13/20,0,0,,,0,0,6
Shasta,4/13/20,3,0,,,2,0,6
San Luis Obispo,4/13/20,2,5,,,2,2,20
Stanislaus,4/13/20,21,22,,,9,5,45
Contra Costa,4/13/20,44,44,,,16,5,69
San Diego,4/13/20,243,107,,,101,24,171
Siskiyou,4/13/20,0,2,,,0,2,3
Plumas,4/13/20,0,1,,,0,0,
Glenn,4/13/20,0,0,,,0,0,
Modoc,4/13/20,0,0,,,0,0,
Sacramento,4/13/20,73,36,,,28,7,65
Kern,4/13/20,39,32,,,18,1,49
San Benito,4/13/20,1,1,,,0,0,2
Ventura,4/13/20,21,56,,,9,9,35
Solano,4/13/20,13,13,,,7,5,27
San Mateo,4/13/20,57,19,,,18,4,26
El Dorado,4/13/20,19,1,,,0,1,12
Santa Clara,4/13/20,151,66,,,65,11,87
San Bernardino,4/13/20,167,155,,,60,24,135
Tehama,4/13/20,0,0,,,0,0,6
Lassen,4/13/20,0,4,,,0,0,
Alameda,4/13/20,85,81,,,40,21,58
Mendocino,4/13/20,7,1,,,3,0,6
Mono,4/13/20,0,1,,,0,0,2
Placer,4/13/20,18,9,,,5,3,10
Lake,4/13/20,0,2,,,0,1,3
Monterey,4/13/20,22,19,,,4,2,21
Sonoma,4/13/20,3,14,,,1,3,31
Sutter,4/13/20,0,0,,,,,
Amador,4/13/20,0,0,,,0,0,3
Yuba,4/13/20,1,2,,,0,0,8
Calaveras,4/14/20,0,1,,,0,0,12
Amador,4/14/20,0,0,,,0,0,4
Siskiyou,4/14/20,0,0,,,0,0,2
Butte,4/14/20,1,6,,,1,6,4
Marin,4/14/20,2,23,,,2,3,9
Los Angeles,4/14/20,1587,613,,,588,115,614
Santa Barbara,4/14/20,42,8,,,19,1,64
Santa Clara,4/14/20,144,47,,,66,5,104
Contra Costa,4/14/20,37,51,,,15,9,61
San Benito,4/14/20,1,1,,,0,0,2
Kern,4/14/20,35,23,,,17,3,45
Trinity,4/14/20,0,0,,,0,0,
Madera,4/14/20,0,4,,,0,2,7
Plumas,4/14/20,0,1,,,0,0,
San Bernardino,4/14/20,166,149,,,59,43,117
Shasta,4/14/20,1,4,,,1,2,9
Mono,4/14/20,0,1,,,0,0,2
San Joaquin,4/14/20,22,10,,,12,1,12
Yuba,4/14/20,1,1,,,0,1,7
Placer,4/14/20,17,15,,,5,4,9
Mendocino,4/14/20,0,0,,,0,0,6
Humboldt,4/14/20,2,7,,,0,0,10
Lassen,4/14/20,0,6,,,0,0,
Orange,4/14/20,147,111,,,57,31,259
Modoc,4/14/20,0,1,,,0,0,
El Dorado,4/14/20,20,3,,,0,0,12
Sacramento,4/14/20,70,46,,,24,8,59
Tehama,4/14/20,0,0,,,0,0,4
Napa,4/14/20,0,0,,,0,0,8
Merced,4/14/20,0,4,,,0,2,4
Monterey,4/14/20,18,13,,,3,0,25
Lake,4/14/20,0,3,,,0,0,3
Tulare,4/14/20,15,5,,,6,0,18
San Mateo,4/14/20,55,12,,,19,4,25
Colusa,4/14/20,0,0,,,0,0,6
Inyo,4/14/20,10,156,,,0,1,5
San Francisco,4/14/20,87,53,,,28,5,69
Glenn,4/14/20,0,0,,,0,0,
Solano,4/14/20,12,25,,,6,4,27
San Diego,4/14/20,243,109,,,101,22,162
Santa Cruz,4/14/20,4,4,,,3,0,3
Kings,4/14/20,8,0,,,2,0,2
Sonoma,4/14/20,3,9,,,1,3,23
Del Norte,4/14/20,0,5,,,0,4,4
Ventura,4/14/20,24,35,,,9,7,43
Yolo,4/14/20,3,0,,,2,0,12
San Luis Obispo,4/14/20,3,15,,,2,6,18
Tuolumne,4/14/20,0,0,,,0,0,1
Nevada,4/14/20,3,4,,,2,1,7
Sutter,4/14/20,0,0,,,,,
Riverside,4/14/20,235,117,,,64,36,141
Alameda,4/14/20,92,106,,,34,21,61
Mariposa,4/14/20,0,3,,,0,0,
Fresno,4/14/20,24,45,,,12,8,42
Stanislaus,4/14/20,18,25,,,9,7,50
Imperial,4/14/20,19,14,,,6,3,3
Lake,4/15/20,3,3,,,0,2,1
Santa Barbara,4/15/20,37,7,,,17,2,61
Sacramento,4/15/20,66,60,,,20,14,55
Yuba,4/15/20,0,2,,,0,2,8
San Francisco,4/15/20,87,84,,,25,7,76
Plumas,4/15/20,0,0,,,0,0,
Placer,4/15/20,13,11,,,2,4,12
San Benito,4/15/20,1,0,,,0,0,4
Kern,4/15/20,40,12,,,16,1,47
Imperial,4/15/20,21,13,,,7,4,2
Kings,4/15/20,8,0,,,2,0,3
Sutter,4/15/20,0,0,,,,,
Riverside,4/15/20,207,155,,,70,29,112
Merced,4/15/20,0,0,,,0,0,5
Tulare,4/15/20,18,3,,,7,0,22
Modoc,4/15/20,0,0,,,0,0,
Amador,4/15/20,0,0,,,0,0,2
Shasta,4/15/20,1,1,,,1,0,13
Solano,4/15/20,9,14,,,6,4,30
San Joaquin,4/15/20,21,21,,,10,3,27
San Luis Obispo,4/15/20,2,6,,,2,4,28
Humboldt,4/15/20,2,5,,,0,0,11
Madera,4/15/20,1,6,,,0,1,6
Siskiyou,4/15/20,2,0,,,0,2,3
Inyo,4/15/20,15,163,,,0,0,6
El Dorado,4/15/20,0,5,,,0,1,12
Tehama,4/15/20,0,0,,,0,0,7
Trinity,4/15/20,0,0,,,0,0,
Mendocino,4/15/20,0,0,,,0,0,8
Santa Cruz,4/15/20,4,2,,,3,2,5
Butte,4/15/20,1,5,,,0,2,6
Alameda,4/15/20,81,99,,,34,11,70
Sonoma,4/15/20,3,13,,,1,7,25
Contra Costa,4/15/20,38,41,,,16,8,76
San Bernardino,4/15/20,149,109,,,65,39,61
Nevada,4/15/20,3,4,,,2,1,2
Orange,4/15/20,156,103,,,73,27,235
Santa Clara,4/15/20,144,42,,,65,6,92
San Diego,4/15/20,236,112,,,98,23,148
Lassen,4/15/20,0,6,,,0,0,
San Mateo,4/15/20,53,18,,,14,4,27
Marin,4/15/20,4,10,,,2,4,11
Mono,4/15/20,0,0,,,0,0,2
Mariposa,4/15/20,0,4,,,0,0,
Calaveras,4/15/20,0,0,,,0,0,10
Colusa,4/15/20,0,0,,,0,0,6
Glenn,4/15/20,0,0,,,0,0,
Ventura,4/15/20,25,57,,,8,16,37
Los Angeles,4/15/20,1624,632,,,600,139,566
Tuolumne,4/15/20,0,0,,,0,0,3
Yolo,4/15/20,2,1,,,2,0,14
Fresno,4/15/20,25,33,,,12,2,44
Del Norte,4/15/20,0,0,,,0,1,4
Napa,4/15/20,0,0,,,0,0,8
Monterey,4/15/20,20,11,,,4,1,22
Stanislaus,4/15/20,19,17,,,7,4,33
San Luis Obispo,4/16/20,3,11,,,3,0,32
Colusa,4/16/20,0,1,,,0,1,5
Humboldt,4/16/20,1,5,,,4,2,-1
Santa Barbara,4/16/20,37,4,,,16,0,62
Imperial,4/16/20,21,7,,,9,1,3
Fresno,4/16/20,33,33,,,12,4,48
Marin,4/16/20,5,7,,,2,1,15
Stanislaus,4/16/20,18,19,,,6,3,25
Shasta,4/16/20,1,0,,,1,0,14
Glenn,4/16/20,0,0,,,0,0,
Tuolumne,4/16/20,0,0,,,0,0,2
El Dorado,4/16/20,0,5,,,0,0,14
Tulare,4/16/20,22,5,,,8,1,17
Sutter,4/16/20,0,0,,,,,
Plumas,4/16/20,0,0,,,0,0,
Los Angeles,4/16/20,1679,620,,,594,108,608
Santa Cruz,4/16/20,4,3,,,3,1,7
Amador,4/16/20,0,0,,,0,0,5
Ventura,4/16/20,24,52,,,7,10,38
San Joaquin,4/16/20,21,16,,,11,2,28
Yuba,4/16/20,0,2,,,0,2,6
Monterey,4/16/20,20,22,,,4,0,23
Mono,4/16/20,0,0,,,0,0,2
Nevada,4/16/20,3,3,,,2,2,2
Napa,4/16/20,0,0,,,0,0,2
Contra Costa,4/16/20,37,59,,,14,13,61
Kern,4/16/20,41,19,,,17,0,57
Calaveras,4/16/20,0,1,,,0,1,10
Tehama,4/16/20,0,1,,,0,0,5
Santa Clara,4/16/20,134,48,,,69,8,89
Riverside,4/16/20,216,150,,,72,34,123
Mariposa,4/16/20,0,1,,,0,0,
San Bernardino,4/16/20,164,124,,,60,25,83
Yolo,4/16/20,2,1,,,1,0,15
Lake,4/16/20,1,0,,,0,0,1
San Diego,4/16/20,231,111,,,94,19,151
Mendocino,4/16/20,0,0,,,0,0,8
Siskiyou,4/16/20,0,2,,,0,1,4
Madera,4/16/20,0,7,,,0,0,6
San Mateo,4/16/20,54,18,,,13,3,26
Orange,4/16/20,152,117,,,55,25,258
Del Norte,4/16/20,0,3,,,0,0,2
Sacramento,4/16/20,64,54,,,25,13,43
Butte,4/16/20,1,10,,,0,3,8
Kings,4/16/20,8,0,,,2,0,5
Lassen,4/16/20,0,5,,,0,0,
Solano,4/16/20,9,15,,,6,4,28
San Benito,4/16/20,1,0,,,0,0,2
Alameda,4/16/20,73,82,,,31,9,66
Inyo,4/16/20,0,3,,,0,1,5
San Francisco,4/16/20,84,35,,,31,9,64
Merced,4/16/20,1,1,,,0,0,7
Sonoma,4/16/20,3,10,,,1,3,28
Placer,4/16/20,12,18,,,1,1,15
Trinity,4/16/20,0,0,,,0,0,
Modoc,4/16/20,0,2,,,0,0,
Inyo,4/17/20,0,3,,,0,1,5
Calaveras,4/17/20,0,2,,,0,2,9
Placer,4/17/20,12,17,,,1,2,16
Madera,4/17/20,0,5,,,0,0,7
Ventura,4/17/20,23,33,,,8,11,37
El Dorado,4/17/20,0,6,,,0,1,12
Santa Cruz,4/17/20,2,3,,,1,2,6
Tulare,4/17/20,23,5,,,7,1,6
San Diego,4/17/20,232,111,,,92,21,157
Sutter,4/17/20,0,0,,,,,
Orange,4/17/20,160,124,,,58,15,274
San Bernardino,4/17/20,165,123,,,62,29,82
Santa Clara,4/17/20,140,60,,,71,11,86
Marin,4/17/20,4,2,,,2,0,15
Fresno,4/17/20,31,29,,,12,2,52
Sonoma,4/17/20,2,6,,,1,3,33
Lassen,4/17/20,0,5,,,0,0,
Humboldt,4/17/20,0,4,,,2,1,1
Yolo,4/17/20,4,0,,,1,0,14
Colusa,4/17/20,0,1,,,0,1,5
Monterey,4/17/20,22,25,,,3,1,22
Napa,4/17/20,0,1,,,0,0,13
Yuba,4/17/20,0,5,,,0,4,4
Amador,4/17/20,0,0,,,0,0,3
Tuolumne,4/17/20,0,0,,,0,0,2
Kings,4/17/20,7,0,,,2,0,0
Nevada,4/17/20,2,4,,,1,3,0
San Benito,4/17/20,1,0,,,0,0,2
San Luis Obispo,4/17/20,3,11,,,3,2,32
Mono,4/17/20,0,0,,,0,0,2
Kern,4/17/20,36,16,,,18,1,59
Santa Barbara,4/17/20,36,6,,,16,0,63
Alameda,4/17/20,85,91,,,35,18,55
Tehama,4/17/20,0,0,,,0,0,5
San Francisco,4/17/20,79,36,,,28,8,66
Siskiyou,4/17/20,0,3,,,0,0,4
Contra Costa,4/17/20,34,46,,,13,11,59
Sacramento,4/17/20,63,46,,,24,18,38
Merced,4/17/20,0,4,,,0,2,3
Imperial,4/17/20,19,15,,,10,2,3
San Joaquin,4/17/20,23,23,,,10,3,26
Shasta,4/17/20,1,0,,,1,0,13
Del Norte,4/17/20,0,4,,,0,1,3
Solano,4/17/20,10,11,,,5,1,36
Los Angeles,4/17/20,1720,634,,,594,105,593
Trinity,4/17/20,0,0,,,0,0,
Mariposa,4/17/20,0,1,,,0,0,
Riverside,4/17/20,215,144,,,69,23,119
Butte,4/17/20,1,9,,,0,6,7
Modoc,4/17/20,0,1,,,0,0,
Lake,4/17/20,0,6,,,0,1,3
Plumas,4/17/20,0,1,,,0,0,
Stanislaus,4/17/20,15,17,,,7,2,22
San Mateo,4/17/20,51,16,,,16,1,22
Mendocino,4/17/20,0,0,,,0,0,7
Glenn,4/17/20,0,0,,,0,0,
Modoc,4/18/20,0,1,,,0,0,
Amador,4/18/20,0,0,,,0,0,3
Merced,4/18/20,0,3,,,0,0,4
Ventura,4/18/20,25,28,,,9,5,35
Kern,4/18/20,33,14,,,18,2,56
Shasta,4/18/20,1,1,,,1,0,13
Tuolumne,4/18/20,0,0,,,0,0,1
San Luis Obispo,4/18/20,3,12,,,3,2,23
Glenn,4/18/20,0,0,,,0,0,
Butte,4/18/20,1,4,,,0,2,11
Sacramento,4/18/20,65,46,,,22,17,58
San Francisco,4/18/20,74,29,,,27,7,75
Siskiyou,4/18/20,0,1,,,0,1,4
Los Angeles,4/18/20,1709,578,,,586,110,579
Tulare,4/18/20,27,0,,,9,0,11
San Benito,4/18/20,0,0,,,0,0,2
Orange,4/18/20,157,120,,,64,23,263
Santa Cruz,4/18/20,2,2,,,1,1,12
Alameda,4/18/20,82,73,,,36,16,62
Calaveras,4/18/20,0,0,,,0,0,11
Yuba,4/18/20,0,3,,,0,2,5
Del Norte,4/18/20,0,2,,,0,1,6
Riverside,4/18/20,223,118,,,71,19,133
Stanislaus,4/18/20,14,23,,,5,1,31
Nevada,4/18/20,4,5,,,1,4,4
Solano,4/18/20,9,11,,,6,1,34
San Diego,4/18/20,223,97,,,90,18,164
Mendocino,4/18/20,0,0,,,0,0,9
Imperial,4/18/20,21,12,,,9,4,2
Colusa,4/18/20,0,0,,,0,0,6
Fresno,4/18/20,32,35,,,13,2,51
Mono,4/18/20,0,0,,,0,0,2
Santa Clara,4/18/20,137,52,,,67,13,84
Sonoma,4/18/20,2,4,,,1,1,32
San Mateo,4/18/20,49,12,,,16,0,37
Monterey,4/18/20,26,21,,,2,0,38
Mariposa,4/18/20,0,0,,,0,0,
Placer,4/18/20,11,17,,,1,2,6
San Joaquin,4/18/20,23,27,,,11,4,38
Kings,4/18/20,8,0,,,2,0,1
Lassen,4/18/20,0,1,,,0,0,
Tehama,4/18/20,0,0,,,0,0,4
El Dorado,4/18/20,0,8,,,0,2,11
San Bernardino,4/18/20,161,108,,,61,22,107
Contra Costa,4/18/20,35,44,,,13,8,79
Humboldt,4/18/20,0,4,,,0,0,5
Napa,4/18/20,0,0,,,0,0,13
Sutter,4/18/20,0,0,,,,,
Santa Barbara,4/18/20,31,9,,,15,4,60
Lake,4/18/20,0,0,,,0,0,6
Yolo,4/18/20,4,0,,,1,0,14
Madera,4/18/20,0,7,,,0,0,7
Plumas,4/18/20,0,1,,,0,0,
Trinity,4/18/20,0,0,,,0,0,
Inyo,4/18/20,1,1,,,1,0,4
Marin,4/18/20,3,1,,,1,0,13
Riverside,4/19/20,236,113,,,76,22,145
Lassen,4/19/20,0,1,,,0,0,
Madera,4/19/20,0,7,,,0,0,7
Stanislaus,4/19/20,13,16,,,5,3,41
San Mateo,4/19/20,53,6,,,18,0,22
San Bernardino,4/19/20,158,97,,,62,17,107
Tehama,4/19/20,0,0,,,0,0,5
San Francisco,4/19/20,73,34,,,27,10,76
Monterey,4/19/20,25,6,,,2,0,26
Sonoma,4/19/20,2,8,,,0,2,27
Ventura,4/19/20,26,26,,,9,4,33
Los Angeles,4/19/20,1739,549,,,595,115,577
Inyo,4/19/20,1,0,,,1,0,5
Shasta,4/19/20,1,0,,,1,0,11
Trinity,4/19/20,0,0,,,0,0,
Colusa,4/19/20,1,0,,,0,0,6
Placer,4/19/20,11,12,,,1,5,6
Napa,4/19/20,0,3,,,0,0,14
Alameda,4/19/20,84,63,,,37,5,61
Marin,4/19/20,3,7,,,1,3,10
Yolo,4/19/20,6,0,,,0,0,21
Imperial,4/19/20,25,8,,,11,2,1
